AGE,GENDER,COO,DATE_APPREHENDED,REFERRAL_DATE,DATE_ORR_APPROVED,REFERRING OFFICE,FACILITY_APPROVED,REUNITIED_SEP_PARENTS,UAC STATUS,Date Discharged,Reason fo Separation
16,M,Honduras,5/17/2018,5/18/2018,5/19/2018,Harlingen (SNA),Southwest Key Casa Padre,Reunited with Sep Parent,DISCHARGED,7/19/2018,Zero Tolerance Policy
16,M,Guatemala,5/17/2018,5/18/2018,5/19/2018,Harlingen (SNA),Southwest Key Casa Padre,Discharged Under other approp circumstances,DISCHARGED,8/8/2018,Zero Tolerance Policy
17,M,Guatemala,5/17/2018,5/18/2018,5/19/2018,Harlingen (SNA),Southwest Key Casa Padre,Discharged Under other approp circumstances,DISCHARGED,11/3/2018,Zero Tolerance Policy
17,M,Guatemala,5/17/2018,5/19/2018,5/19/2018,Harlingen (SNA),Childrens Home of Kingston,Discharged Under other approp circumstances,DISCHARGED,6/29/2018,Zero Tolerance Policy
16,F,Honduras,5/16/2018,5/17/2018,5/18/2018,Harlingen (SNA),Southwest Key Casa Quetzal,Reunited with Sep Parent,DISCHARGED,7/23/2018,Zero Tolerance Policy
13,M,Honduras,5/16/2018,5/17/2018,5/18/2018,Harlingen (SNA),Southwest Key Casa Quetzal,Reunited with Sep Parent,DISCHARGED,7/23/2018,Zero Tolerance Policy
15,M,Honduras,5/17/2018,5/18/2018,5/19/2018,Harlingen (SNA),Southwest Key Casa Padre,Reunited with Sep Parent,DISCHARGED,7/23/2018,Zero Tolerance Policy
15,M,Honduras,5/17/2018,5/18/2018,5/19/2018,Harlingen (SNA),BCFS Raymondville,Still in Care,ADMITTED,,Zero Tolerance Policy
13,M,Honduras,5/17/2018,5/18/2018,5/19/2018,Harlingen (SNA),Southwest Key Casa Padre,Reunited with Sep Parent,DISCHARGED,7/23/2018,Zero Tolerance Policy
16,F,El Salvador,5/18/2018,5/19/2018,5/21/2018,Harlingen (SNA),Bokenkamp,Reunited with Sep Parent,DISCHARGED,7/13/2018,Zero Tolerance Policy
14,M,Guatemala,5/18/2018,5/19/2018,5/20/2018,Harlingen (SNA),Southwest Key Casa Padre,Discharged Under other approp circumstances,DISCHARGED,12/23/2018,Zero Tolerance Policy
14,M,Guatemala,5/18/2018,5/19/2018,5/21/2018,Harlingen (SNA),Bokenkamp,Discharged Under other approp circumstances,DISCHARGED,6/30/2018,Zero Tolerance Policy
16,F,Guatemala,5/18/2018,5/19/2018,5/21/2018,Harlingen (SNA),Bokenkamp,Discharged Under other approp circumstances,DISCHARGED,6/30/2018,Zero Tolerance Policy
14,M,Honduras,5/18/2018,5/19/2018,5/19/2018,Harlingen (SNA),BCFS Harlingen,Discharged Under other approp circumstances,DISCHARGED,6/28/2018,Zero Tolerance Policy
16,F,Honduras,5/17/2018,5/19/2018,5/19/2018,Harlingen (SNA),Southwest Key Antigua,Discharged Under other approp circumstances,DISCHARGED,10/19/2018,Zero Tolerance Policy
12,M,Honduras,5/18/2018,5/19/2018,5/20/2018,Harlingen (SNA),Southwest Key Casa Padre,Discharged Under other approp circumstances,DISCHARGED,7/1/2018,Zero Tolerance Policy
9,M,El Salvador,5/18/2018,5/19/2018,5/20/2018,Harlingen (SNA),Southwest Key Combes,Reunited with Sep Parent,DISCHARGED,7/26/2018,Zero Tolerance Policy
7,M,Honduras,5/18/2018,5/20/2018,5/22/2018,Harlingen (SNA),Cayuga Centers,Reunited with Sep Parent,DISCHARGED,7/16/2018,Zero Tolerance Policy
15,M,Honduras,5/17/2018,5/19/2018,5/20/2018,Harlingen (SNA),BCFS Harlingen,Reunited with Sep Parent,DISCHARGED,7/20/2018,Zero Tolerance Policy
17,M,Honduras,5/17/2018,5/19/2018,5/19/2018,Harlingen (SNA),BCFS Harlingen,Discharged Under other approp circumstances,DISCHARGED,6/15/2018,Zero Tolerance Policy
7,F,Guatemala,5/18/2018,5/19/2018,5/20/2018,Harlingen (SNA),Bethany Christian Services TFC,Reunited with Sep Parent,DISCHARGED,10/22/2018,Zero Tolerance Policy
12,F,Guatemala,5/18/2018,5/20/2018,5/21/2018,Harlingen (SNA),Bokenkamp,Reunited with Sep Parent,DISCHARGED,11/8/2018,Zero Tolerance Policy
9,M,Honduras,5/18/2018,5/21/2018,5/21/2018,Harlingen (SNA),Southwest Key Combes,Reunited with Sep Parent,DISCHARGED,7/25/2018,Zero Tolerance Policy
7,M,Guatemala,5/18/2018,1/10/2019,1/10/2019,Harlingen (SNA),BCFS Raymondville,Still in Care,ADMITTED,,Zero Tolerance Policy
15,F,Honduras,5/17/2018,5/25/2018,5/26/2018,Harlingen (SNA),BCFS San Antonio,Discharged Under other approp circumstances,DISCHARGED,8/7/2018,Zero Tolerance Policy
15,F,Guatemala,5/18/2018,5/19/2018,5/20/2018,Harlingen (SNA),Southwest Key Antigua,Still in Care,ADMITTED,,Zero Tolerance Policy
A,B,C,D,E,F,G,H,I,J,K,L
15,F,El Salvador,5/18/2018,5/19/2018,5/20/2018,Harlingen (SNA),Southwest Key Antigua,Reunited with Sep Parent,DISCHARGED,7/17/2018,Zero Tolerance Policy
13,M,Guatemala,5/18/2018,5/19/2018,5/20/2018,Harlingen (SNA),Southwest Key Casa Padre,Reunited with Sep Parent,DISCHARGED,7/20/2018,Zero Tolerance Policy
10,M,Guatemala,5/18/2018,5/19/2018,5/20/2018,Harlingen (SNA),Southwest Key El Presidente,Reunited with Sep Parent,DISCHARGED,7/12/2018,Zero Tolerance Policy
15,M,Honduras,5/18/2018,5/19/2018,5/20/2018,Harlingen (SNA),Southwest Key Casa Padre,Discharged Under other approp circumstances,DISCHARGED,6/27/2018,Zero Tolerance Policy
16,F,Honduras,5/18/2018,5/19/2018,5/20/2018,Harlingen (SNA),Southwest Key Antigua,Reunited with Sep Parent,DISCHARGED,7/17/2018,Zero Tolerance Policy
9,M,Guatemala,5/18/2018,5/21/2018,5/22/2018,Harlingen (SNA),Bokenkamp TFC,Reunited with Sep Parent,DISCHARGED,10/12/2018,Zero Tolerance Policy
8,F,Guatemala,5/18/2018,5/22/2018,5/25/2018,Harlingen (SNA),Bethany Christian Services TFC,Reunited with Sep Parent,DISCHARGED,10/22/2018,Zero Tolerance Policy
16,M,Honduras,5/18/2018,5/19/2018,5/20/2018,Harlingen (SNA),Southwest Key Casa Padre,Discharged Under other approp circumstances,DISCHARGED,9/21/2018,Zero Tolerance Policy
17,M,Honduras,5/18/2018,5/19/2018,5/20/2018,Harlingen (SNA),BCFS Baytown,Discharged Under other approp circumstances,DISCHARGED,9/14/2018,Zero Tolerance Policy
16,F,Guatemala,5/18/2018,5/19/2018,5/21/2018,Harlingen (SNA),Bokenkamp,Reunited with Sep Parent,DISCHARGED,7/22/2018,Zero Tolerance Policy
13,M,Honduras,5/18/2018,5/19/2018,5/20/2018,Harlingen (SNA),Southwest Key Conroe,Reunited with Sep Parent,DISCHARGED,7/23/2018,Zero Tolerance Policy
11,M,El Salvador,5/18/2018,5/20/2018,5/22/2018,Harlingen (SNA),Heartland Guadalupe,Discharged Under other approp circumstances,DISCHARGED,7/8/2018,Zero Tolerance Policy
6,F,El Salvador,5/18/2018,5/20/2018,5/22/2018,Harlingen (SNA),Heartland Guadalupe,Discharged Under other approp circumstances,DISCHARGED,7/8/2018,Zero Tolerance Policy
15,F,Guatemala,5/19/2018,5/19/2018,5/20/2018,Harlingen (SNA),Southwest Key Nueva Esperanza,Reunited with Sep Parent,DISCHARGED,7/21/2018,Zero Tolerance Policy
17,M,Guatemala,5/18/2018,5/19/2018,5/20/2018,Harlingen (SNA),Southwest Key Casa Padre,Discharged Under other approp circumstances,DISCHARGED,12/31/2018,Zero Tolerance Policy
7,M,Guatemala,5/18/2018,5/20/2018,5/21/2018,Harlingen (SNA),BCFS Chavaneaux,Reunited with Sep Parent,DISCHARGED,7/25/2018,Zero Tolerance Policy
16,M,Guatemala,5/19/2018,5/19/2018,5/20/2018,Harlingen (SNA),BCFS Baytown,Discharged Under other approp circumstances,DISCHARGED,11/8/2018,Zero Tolerance Policy
12,F,Honduras,5/19/2018,5/19/2018,5/20/2018,Harlingen (SNA),Southwest Key Casa Montezuma,Discharged Under other approp circumstances,DISCHARGED,12/1/2018,Zero Tolerance Policy
16,M,Honduras,5/19/2018,5/19/2018,5/20/2018,Harlingen (SNA),Southwest Key Casa Montezuma,Discharged Under other approp circumstances,DISCHARGED,7/11/2018,Zero Tolerance Policy
16,M,Guatemala,5/18/2018,5/19/2018,5/20/2018,Harlingen (SNA),BCFS Baytown,Discharged Under other approp circumstances,DISCHARGED,8/4/2018,Zero Tolerance Policy
16,F,Guatemala,5/18/2018,5/19/2018,5/19/2018,Harlingen (SNA),Southwest Key Antigua,Discharged Under other approp circumstances,DISCHARGED,10/3/2018,Zero Tolerance Policy
15,F,Guatemala,5/18/2018,5/19/2018,5/19/2018,Harlingen (SNA),Southwest Key Antigua,Discharged Under other approp circumstances,DISCHARGED,9/28/2018,Zero Tolerance Policy
17,M,Guatemala,5/18/2018,5/19/2018,5/20/2018,Harlingen (SNA),Southwest Key Casa Padre,Discharged Under other approp circumstances,DISCHARGED,11/1/2018,Zero Tolerance Policy
15,M,Honduras,5/18/2018,5/19/2018,5/20/2018,Harlingen (SNA),Southwest Key Conroe,Discharged Under other approp circumstances,DISCHARGED,9/14/2018,Zero Tolerance Policy
17,M,Guatemala,5/18/2018,5/19/2018,5/20/2018,Harlingen (SNA),Southwest Key Casa Padre,Discharged Under other approp circumstances,DISCHARGED,6/30/2018,Zero Tolerance Policy
9,F,Honduras,5/18/2018,5/21/2018,5/22/2018,Harlingen (SNA),Southwest Key Campbell,Reunited with Sep Parent,DISCHARGED,7/19/2018,Zero Tolerance Policy
15,F,Honduras,5/18/2018,5/21/2018,5/22/2018,Harlingen (SNA),Southwest Key Campbell,Reunited with Sep Parent,DISCHARGED,7/19/2018,Zero Tolerance Policy
16,M,Honduras,5/18/2018,5/19/2018,5/20/2018,Harlingen (SNA),Southwest Key Casa Padre,Discharged Under other approp circumstances,DISCHARGED,8/4/2018,Zero Tolerance Policy
15,M,Guatemala,5/18/2018,5/19/2018,5/20/2018,Harlingen (SNA),Southwest Key Casa Padre,Reunited with Sep Parent,DISCHARGED,7/23/2018,Zero Tolerance Policy
11,M,Honduras,5/18/2018,5/19/2018,5/20/2018,Harlingen (SNA),Southwest Key El Presidente,Reunited with Sep Parent,DISCHARGED,7/25/2018,Zero Tolerance Policy
12,F,El Salvador,5/19/2018,5/19/2018,5/20/2018,Harlingen (SNA),Southwest Key Nueva Esperanza,Reunited with Sep Parent,DISCHARGED,7/22/2018,Zero Tolerance Policy
12,M,Guatemala,5/18/2018,5/20/2018,5/21/2018,Harlingen (SNA),BCFS Chavaneaux,Reunited with Sep Parent,DISCHARGED,7/25/2018,Zero Tolerance Policy
14,M,Guatemala,5/18/2018,5/19/2018,5/21/2018,Harlingen (SNA),Southwest Key Casa Padre,Reunited with Sep Parent,DISCHARGED,7/19/2018,Zero Tolerance Policy
6,M,Honduras,5/18/2018,5/20/2018,5/22/2018,Harlingen (SNA),Cayuga Centers,Reunited with Sep Parent,DISCHARGED,7/14/2018,Zero Tolerance Policy
15,M,Honduras,5/18/2018,5/19/2018,5/20/2018,Harlingen (SNA),Southwest Key Conroe,Reunited with Sep Parent,DISCHARGED,7/23/2018,Zero Tolerance Policy
17,M,Honduras,5/18/2018,5/19/2018,5/20/2018,Harlingen (SNA),Southwest Key Conroe,Discharged Under other approp circumstances,DISCHARGED,6/27/2018,Zero Tolerance Policy
6,M,Honduras,5/18/2018,5/19/2018,5/20/2018,Harlingen (SNA),Southwest Key El Presidente,Discharged Under other approp circumstances,DISCHARGED,8/6/2018,Zero Tolerance Policy
10,M,Honduras,5/18/2018,5/19/2018,5/20/2018,Harlingen (SNA),Southwest Key Rio Grande,Discharged Under other approp circumstances,DISCHARGED,6/29/2018,Zero Tolerance Policy
16,F,Honduras,5/18/2018,5/19/2018,5/20/2018,Harlingen (SNA),Southwest Key Rio Grande,Discharged Under other approp circumstances,DISCHARGED,6/29/2018,Zero Tolerance Policy
17,M,Guatemala,5/20/2018,5/21/2018,5/24/2018,Harlingen (SNA),Homestead,Discharged Under other approp circumstances,DISCHARGED,11/4/2018,Zero Tolerance Policy
5,F,Honduras,5/18/2018,5/20/2018,5/22/2018,Harlingen (SNA),LSS of New York TFC,Discharged Under other approp circumstances,DISCHARGED,6/28/2018,Zero Tolerance Policy
13,M,Guatemala,5/18/2018,5/19/2018,5/21/2018,Harlingen (SNA),Southwest Key Casa Padre,Discharged Under other approp circumstances,DISCHARGED,11/3/2018,Zero Tolerance Policy
15,F,Guatemala,5/18/2018,5/20/2018,5/22/2018,Harlingen (SNA),Homestead,Discharged Under other approp circumstances,DISCHARGED,8/12/2018,Zero Tolerance Policy
13,F,Guatemala,5/18/2018,5/19/2018,5/21/2018,Harlingen (SNA),LSSS New Hope,Discharged Under other approp circumstances,DISCHARGED,9/18/2018,Zero Tolerance Policy
5,M,Honduras,5/21/2018,5/23/2018,5/25/2018,Harlingen (SNA),Cayuga Centers,Reunited with Sep Parent,DISCHARGED,7/25/2018,Zero Tolerance Policy
5,M,Honduras,5/21/2018,5/23/2018,5/25/2018,Harlingen (SNA),Catholic Guardian Services TFC,Reunited with Sep Parent,DISCHARGED,7/23/2018,Zero Tolerance Policy
6,M,Honduras,5/21/2018,5/23/2018,5/25/2018,Harlingen (SNA),BCFS Raymondville,Reunited with Sep Parent,DISCHARGED,7/21/2018,Zero Tolerance Policy
9,M,Guatemala,5/21/2018,5/23/2018,5/24/2018,Harlingen (SNA),BCFS San Antonio TFC,Reunited with Sep Parent,DISCHARGED,7/24/2018,Zero Tolerance Policy
17,F,Guatemala,5/21/2018,5/23/2018,5/24/2018,Harlingen (SNA),Southwest Key Nueva Esperanza,Reunited with Sep Parent,DISCHARGED,7/22/2018,Zero Tolerance Policy
16,M,Honduras,5/21/2018,5/23/2018,5/25/2018,Harlingen (SNA),SWK Processing Center,Discharged Under other approp circumstances,DISCHARGED,8/30/2018,Zero Tolerance Policy
6,M,Honduras,5/21/2018,5/23/2018,5/25/2018,Harlingen (SNA),The Villages,Reunited with Sep Parent,DISCHARGED,7/17/2018,Zero Tolerance Policy
8,F,Honduras,5/21/2018,5/23/2018,5/24/2018,Harlingen (SNA),Southwest Key Combes,Reunited with Sep Parent,DISCHARGED,7/24/2018,Zero Tolerance Policy
15,F,Honduras,5/21/2018,5/23/2018,5/25/2018,Harlingen (SNA),Southwest Key Canutillo,Discharged Under other approp circumstances,DISCHARGED,6/27/2018,Zero Tolerance Policy
15,M,Honduras,5/22/2018,5/23/2018,5/27/2018,Harlingen (SNA),SWK Processing Center,Reunited with Sep Parent,DISCHARGED,7/24/2018,Zero Tolerance Policy
11,M,Guatemala,5/22/2018,5/23/2018,5/25/2018,Harlingen (SNA),Southwest Key Casa Padre,Reunited with Sep Parent,DISCHARGED,7/21/2018,Zero Tolerance Policy
13,M,Guatemala,5/20/2018,5/22/2018,5/23/2018,Harlingen (SNA),Southwest Key Casa Padre,Discharged Under other approp circumstances,DISCHARGED,8/19/2018,Zero Tolerance Policy
13,M,Guatemala,5/20/2018,5/21/2018,5/24/2018,Harlingen (SNA),Homestead,Discharged Under other approp circumstances,DISCHARGED,12/30/2018,Zero Tolerance Policy
9,F,Guatemala,5/20/2018,5/22/2018,5/25/2018,Harlingen (SNA),International Christian Adoptions,Reunited with Sep Parent,DISCHARGED,9/19/2018,Zero Tolerance Policy
A,B,C,D,E,F,G,H,I,J,K,L
5,M,Honduras,5/20/2018,5/22/2018,5/23/2018,Harlingen (SNA),Southwest Key Combes,Reunited with Sep Parent,DISCHARGED,7/15/2018,Zero Tolerance Policy
5,M,Guatemala,5/20/2018,5/22/2018,5/24/2018,Harlingen (SNA),Abbott House Shelter,Reunited with Sep Parent,DISCHARGED,7/25/2018,Zero Tolerance Policy
5,M,Guatemala,5/20/2018,5/22/2018,5/24/2018,Harlingen (SNA),Southwest Key Campbell,Reunited with Sep Parent,DISCHARGED,7/23/2018,Zero Tolerance Policy
12,F,Guatemala,5/20/2018,5/23/2018,5/23/2018,Harlingen (SNA),Southwest Key El Presidente,Reunited with Sep Parent,DISCHARGED,7/23/2018,Zero Tolerance Policy
8,M,Guatemala,5/20/2018,5/23/2018,5/23/2018,Harlingen (SNA),Southwest Key El Presidente,Reunited with Sep Parent,DISCHARGED,7/23/2018,Zero Tolerance Policy
9,M,Guatemala,5/20/2018,5/22/2018,5/23/2018,Harlingen (SNA),Southwest Key El Presidente,Reunited with Sep Parent,DISCHARGED,7/23/2018,Zero Tolerance Policy
7,M,Guatemala,5/20/2018,5/22/2018,5/23/2018,Harlingen (SNA),Southwest Key El Presidente,Reunited with Sep Parent,DISCHARGED,7/23/2018,Zero Tolerance Policy
16,F,Honduras,5/21/2018,5/21/2018,5/24/2018,Harlingen (SNA),Homestead,Reunited with Sep Parent,DISCHARGED,7/22/2018,Zero Tolerance Policy
11,M,Honduras,5/20/2018,5/22/2018,5/23/2018,Harlingen (SNA),Southwest Key Casa Padre,Reunited with Sep Parent,DISCHARGED,7/22/2018,Zero Tolerance Policy
13,M,El Salvador,5/21/2018,5/22/2018,5/23/2018,Harlingen (SNA),BCFS Harlingen,Reunited with Sep Parent,DISCHARGED,7/20/2018,Zero Tolerance Policy
12,M,El Salvador,5/21/2018,5/22/2018,5/23/2018,Harlingen (SNA),BCFS Harlingen,Reunited with Sep Parent,DISCHARGED,7/20/2018,Zero Tolerance Policy
14,M,Honduras,5/21/2018,5/21/2018,5/24/2018,Harlingen (SNA),Homestead,Reunited with Sep Parent,DISCHARGED,7/24/2018,Zero Tolerance Policy
7,M,Honduras,5/21/2018,5/23/2018,5/26/2018,Harlingen (SNA),His House,Discharged Under other approp circumstances,DISCHARGED,7/5/2018,Zero Tolerance Policy
9,M,Guatemala,5/21/2018,5/23/2018,5/23/2018,Harlingen (SNA),Southwest Key El Presidente,Reunited with Sep Parent,DISCHARGED,8/6/2018,Zero Tolerance Policy
9,F,Honduras,5/21/2018,5/23/2018,5/24/2018,Harlingen (SNA),BCFS Raymondville,Reunited with Sep Parent,DISCHARGED,7/18/2018,Zero Tolerance Policy
7,F,El Salvador,5/21/2018,5/22/2018,5/23/2018,Harlingen (SNA),Southwest Key El Presidente,Reunited with Sep Parent,DISCHARGED,7/23/2018,Zero Tolerance Policy
6,M,Honduras,5/21/2018,5/23/2018,5/23/2018,Harlingen (SNA),Southwest Key El Presidente,Reunited with Sep Parent,DISCHARGED,7/23/2018,Zero Tolerance Policy
6,M,Honduras,5/21/2018,5/23/2018,5/23/2018,Harlingen (SNA),Southwest Key El Presidente,Reunited with Sep Parent,DISCHARGED,7/13/2018,Zero Tolerance Policy
5,M,Guatemala,5/21/2018,5/22/2018,5/23/2018,Harlingen (SNA),Southwest Key Combes,Reunited with Sep Parent,DISCHARGED,7/22/2018,Zero Tolerance Policy
8,M,El Salvador,5/21/2018,5/23/2018,5/24/2018,Harlingen (SNA),Childrens Home of Kingston,Reunited with Sep Parent,DISCHARGED,7/26/2018,Zero Tolerance Policy
8,F,Honduras,5/21/2018,5/22/2018,5/25/2018,Harlingen (SNA),International Christian Adoptions,Reunited with Sep Parent,DISCHARGED,7/19/2018,Zero Tolerance Policy
11,F,El Salvador,5/21/2018,5/23/2018,5/27/2018,Harlingen (SNA),Southwest Key Combes,Reunited with Sep Parent,DISCHARGED,7/23/2018,Zero Tolerance Policy
15,M,Honduras,5/21/2018,5/22/2018,5/23/2018,Harlingen (SNA),Southwest Key Casa Padre,Reunited with Sep Parent,DISCHARGED,7/23/2018,Zero Tolerance Policy
17,F,Honduras,5/21/2018,5/22/2018,5/24/2018,Harlingen (SNA),Southwest Key Rio Grande,Discharged Under other approp circumstances,DISCHARGED,7/1/2018,Zero Tolerance Policy
11,F,Honduras,5/21/2018,5/22/2018,5/23/2018,Harlingen (SNA),Southwest Key Antigua,Discharged Under other approp circumstances,DISCHARGED,9/27/2018,Zero Tolerance Policy
7,M,Honduras,5/21/2018,5/23/2018,5/24/2018,Harlingen (SNA),Upbring,Reunited with Sep Parent,DISCHARGED,7/24/2018,Zero Tolerance Policy
17,M,Guatemala,5/21/2018,5/22/2018,5/24/2018,Harlingen (SNA),Southwest Key Casa Padre,Reunited with Sep Parent,DISCHARGED,7/23/2018,Zero Tolerance Policy
15,M,Honduras,5/21/2018,5/22/2018,5/24/2018,Harlingen (SNA),Southwest Key Casa Padre,Reunited with Sep Parent,DISCHARGED,10/11/2018,Zero Tolerance Policy
16,F,Guatemala,5/21/2018,5/22/2018,5/25/2018,Harlingen (SNA),Southwest Key Rio Grande,Discharged Under other approp circumstances,DISCHARGED,6/30/2018,Zero Tolerance Policy
15,M,Guatemala,5/21/2018,5/23/2018,5/26/2018,Harlingen (SNA),SWK Processing Center,Reunited with Sep Parent,DISCHARGED,7/28/2018,Zero Tolerance Policy
14,M,Guatemala,5/21/2018,5/22/2018,5/23/2018,Harlingen (SNA),Southwest Key Casa Padre,Reunited with Sep Parent,DISCHARGED,7/22/2018,Zero Tolerance Policy
7,M,El Salvador,5/21/2018,5/23/2018,5/23/2018,Harlingen (SNA),Southwest Key El Presidente,Reunited with Sep Parent,DISCHARGED,7/23/2018,Zero Tolerance Policy
3,M,El Salvador,5/29/2018,5/31/2018,6/2/2018,Harlingen (SNA),Abbott House Shelter,Reunited with Sep Parent,DISCHARGED,7/11/2018,Zero Tolerance Policy
6,M,Honduras,6/3/2018,6/5/2018,6/6/2018,Harlingen (SNA),Southwest Key Estrella,Reunited with Sep Parent,DISCHARGED,7/17/2018,Zero Tolerance Policy
12,F,Honduras,6/5/2018,6/8/2018,6/8/2018,Harlingen (SNA),Southwest Key Antigua,Reunited with Sep Parent,DISCHARGED,7/16/2018,Zero Tolerance Policy
15,M,Honduras,5/26/2018,5/26/2018,5/28/2018,Harlingen (SNA),Southwest Key Rio Grande,Reunited with Sep Parent,DISCHARGED,7/22/2018,Zero Tolerance Policy
12,F,Guatemala,5/26/2018,5/28/2018,5/29/2018,Harlingen (SNA),Southwest Key El Presidente,Reunited with Sep Parent,DISCHARGED,7/23/2018,Zero Tolerance Policy
16,F,Honduras,5/26/2018,5/27/2018,5/28/2018,Harlingen (SNA),Southwest Key Antigua,Reunited with Sep Parent,DISCHARGED,10/4/2018,Zero Tolerance Policy
5,M,Honduras,5/28/2018,5/28/2018,5/29/2018,Harlingen (SNA),LSS of New York TFC,Reunited with Sep Parent,DISCHARGED,7/13/2018,Zero Tolerance Policy
14,M,Guatemala,6/1/2018,6/2/2018,6/3/2018,Harlingen (SNA),Southwest Key Casa Houston,Reunited with Sep Parent,DISCHARGED,7/27/2018,Zero Tolerance Policy
17,F,Guatemala,6/1/2018,6/2/2018,6/3/2018,Harlingen (SNA),Southwest Key Casa Houston,Reunited with Sep Parent,DISCHARGED,7/27/2018,Zero Tolerance Policy
6,M,Honduras,6/1/2018,6/5/2018,6/7/2018,Harlingen (SNA),Abbott House Shelter,Reunited with Sep Parent,DISCHARGED,7/25/2018,Zero Tolerance Policy
8,M,Honduras,6/1/2018,6/5/2018,6/7/2018,Harlingen (SNA),Abbott House Shelter,Reunited with Sep Parent,DISCHARGED,7/25/2018,Zero Tolerance Policy
10,M,Guatemala,6/2/2018,6/6/2018,6/8/2018,Harlingen (SNA),Cayuga Centers,Reunited with Sep Parent,DISCHARGED,7/25/2018,Zero Tolerance Policy
7,F,Guatemala,6/2/2018,6/6/2018,6/8/2018,Harlingen (SNA),Cayuga Centers,Reunited with Sep Parent,DISCHARGED,7/25/2018,Zero Tolerance Policy
14,M,Honduras,6/5/2018,6/8/2018,6/9/2018,Harlingen (SNA),BCFS Harlingen,Reunited with Sep Parent,DISCHARGED,7/20/2018,Zero Tolerance Policy
15,M,Honduras,6/5/2018,6/8/2018,6/8/2018,Harlingen (SNA),Southwest Key Conroe,Reunited with Sep Parent,DISCHARGED,7/16/2018,Zero Tolerance Policy
14,F,Honduras,6/10/2018,6/13/2018,6/15/2018,Harlingen (SNA),Homestead,Discharged Under other approp circumstances,DISCHARGED,9/28/2018,Zero Tolerance Policy
1,F,Honduras,6/13/2018,6/18/2018,6/19/2018,Harlingen (SNA),Southwest Key Campbell,Reunited with Sep Parent,DISCHARGED,7/10/2018,Zero Tolerance Policy
17,F,Honduras,6/12/2018,6/14/2018,6/15/2018,Harlingen (SNA),Southwest Key Conroe,Reunited with Sep Parent,DISCHARGED,7/23/2018,Zero Tolerance Policy
15,M,Honduras,6/13/2018,6/15/2018,6/15/2018,Harlingen (SNA),BCFS Harlingen,Reunited with Sep Parent,DISCHARGED,7/13/2018,Zero Tolerance Policy
13,F,Honduras,6/13/2018,6/16/2018,6/16/2018,Harlingen (SNA),Southwest Key Nueva Esperanza,Reunited with Sep Parent,DISCHARGED,7/23/2018,Zero Tolerance Policy
11,F,Honduras,6/13/2018,6/15/2018,6/16/2018,Harlingen (SNA),Southwest Key Nueva Esperanza,Reunited with Sep Parent,DISCHARGED,7/16/2018,Zero Tolerance Policy
14,F,Honduras,6/13/2018,6/16/2018,6/16/2018,Harlingen (SNA),Southwest Key Nueva Esperanza,Reunited with Sep Parent,DISCHARGED,7/16/2018,Zero Tolerance Policy
12,M,Guatemala,5/20/2018,5/21/2018,5/21/2018,Harlingen (SNA),Southwest Key Casa Padre,Reunited with Sep Parent,DISCHARGED,7/19/2018,Zero Tolerance Policy
