,AGE,GENDER,COO,DATE_APPREHENDED,REFERRAL_DATE,DATE_ORR_APPROVED,REFERRING OFFICE,FACILITY_APPROVED,REUNITIED_SEP_PARENTS,UAC STATUS,Date Discharged,Reason fo Separation,lat,lon,Duration
1041,9,F,Honduras,2018-05-18,5/21/2018,5/22/2018,Harlingen (SNA),Southwest Key - Campbell,Reunited with Sep Parent,DISCHARGED,7/19/2018,Zero Tolerance Policy,33.50126,-112.11539,62
1014,12,F,Guatemala,2018-05-18,5/20/2018,5/21/2018,Harlingen (SNA),Bokenkamp Children’s Shelter,Reunited with Sep Parent,DISCHARGED,11/8/2018,Zero Tolerance Policy,27.71790130420733,-97.34967108875165,174
1040,17,M,Guatemala,2018-05-18,5/19/2018,5/20/2018,Harlingen (SNA),Southwest Key - Casa Padre,Discharged Under other approp circumstances,DISCHARGED,6/30/2018,Zero Tolerance Policy,25.94322,-97.42408,43
1038,17,M,Guatemala,2018-05-18,5/19/2018,5/20/2018,Harlingen (SNA),Southwest Key - Casa Padre,Discharged Under other approp circumstances,DISCHARGED,11/1/2018,Zero Tolerance Policy,25.94322,-97.42408,167
1015,9,M,Honduras,2018-05-18,5/21/2018,5/21/2018,Harlingen (SNA),Southwest Key - Combes),Reunited with Sep Parent,DISCHARGED,7/25/2018,Zero Tolerance Policy,26.239331,-97.729311,68
1016,7,M,Guatemala,2018-05-18,1/10/2019,1/10/2019,Harlingen (SNA),BCFS - Raymondville,Still in Care,ADMITTED,,Zero Tolerance Policy,26.451811397813433,-97.79827777339452,0
1018,15,F,Guatemala,2018-05-18,5/19/2018,5/20/2018,Harlingen (SNA),Southwest Key - Antigua,Still in Care,ADMITTED,,Zero Tolerance Policy,26.123897,-97.632978,0
1019,15,F,El Salvador,2018-05-18,5/19/2018,5/20/2018,Harlingen (SNA),Southwest Key - Antigua,Reunited with Sep Parent,DISCHARGED,7/17/2018,Zero Tolerance Policy,26.123897,-97.632978,60
1020,13,M,Guatemala,2018-05-18,5/19/2018,5/20/2018,Harlingen (SNA),Southwest Key - Casa Padre,Reunited with Sep Parent,DISCHARGED,7/20/2018,Zero Tolerance Policy,25.94322,-97.42408,63
1021,10,M,Guatemala,2018-05-18,5/19/2018,5/20/2018,Harlingen (SNA),Southwest Key - El Presidente,Reunited with Sep Parent,DISCHARGED,7/12/2018,Zero Tolerance Policy,25.944447,-97.450052,55
1022,15,M,Honduras,2018-05-18,5/19/2018,5/20/2018,Harlingen (SNA),Southwest Key - Casa Padre,Discharged Under other approp circumstances,DISCHARGED,6/27/2018,Zero Tolerance Policy,25.94322,-97.42408,40
1023,16,F,Honduras,2018-05-18,5/19/2018,5/20/2018,Harlingen (SNA),Southwest Key - Antigua,Reunited with Sep Parent,DISCHARGED,7/17/2018,Zero Tolerance Policy,26.123897,-97.632978,60
1024,9,M,Guatemala,2018-05-18,5/21/2018,5/22/2018,Harlingen (SNA),Bokenkamp Children’s Shelter,Reunited with Sep Parent,DISCHARGED,10/12/2018,Zero Tolerance Policy,27.7177065686254,-97.34968717809491,147
1025,16,M,Honduras,2018-05-18,5/19/2018,5/20/2018,Harlingen (SNA),Southwest Key - Casa Padre,Discharged Under other approp circumstances,DISCHARGED,9/21/2018,Zero Tolerance Policy,25.94322,-97.42408,126
1026,17,M,Honduras,2018-05-18,5/19/2018,5/20/2018,Harlingen (SNA),BCFS Baytown,Discharged Under other approp circumstances,DISCHARGED,9/14/2018,Zero Tolerance Policy,29.784162841517396,-95.05649672675278,119
1011,7,M,Honduras,2018-05-18,5/20/2018,5/22/2018,Harlingen (SNA),Cayuga Centers,Reunited with Sep Parent,DISCHARGED,7/16/2018,Zero Tolerance Policy,40.8088,-73.9307,59
1027,16,F,Guatemala,2018-05-18,5/19/2018,5/21/2018,Harlingen (SNA),Bokenkamp Children’s Shelter,Reunited with Sep Parent,DISCHARGED,7/22/2018,Zero Tolerance Policy,27.71790130420733,-97.34967108875165,65
1028,13,M,Honduras,2018-05-18,5/19/2018,5/20/2018,Harlingen (SNA),Southwest Key - Conroe,Reunited with Sep Parent,DISCHARGED,7/23/2018,Zero Tolerance Policy,30.371544,-95.512041,66
1030,17,M,Guatemala,2018-05-18,5/19/2018,5/20/2018,Harlingen (SNA),Southwest Key - Casa Padre,Discharged Under other approp circumstances,DISCHARGED,12/31/2018,Zero Tolerance Policy,25.94322,-97.42408,227
1031,7,M,Guatemala,2018-05-18,5/20/2018,5/21/2018,Harlingen (SNA),BCFS - Chavaneaux,Reunited with Sep Parent,DISCHARGED,7/25/2018,Zero Tolerance Policy,29.321531760534477,-98.52796822690473,68
1035,16,M,Guatemala,2018-05-18,5/19/2018,5/20/2018,Harlingen (SNA),BCFS Baytown,Discharged Under other approp circumstances,DISCHARGED,8/4/2018,Zero Tolerance Policy,29.784162841517396,-95.05649672675278,78
1036,16,F,Guatemala,2018-05-18,5/19/2018,5/19/2018,Harlingen (SNA),Southwest Key - Antigua,Discharged Under other approp circumstances,DISCHARGED,10/3/2018,Zero Tolerance Policy,26.123897,-97.632978,138
1037,15,F,Guatemala,2018-05-18,5/19/2018,5/19/2018,Harlingen (SNA),Southwest Key - Antigua,Discharged Under other approp circumstances,DISCHARGED,9/28/2018,Zero Tolerance Policy,26.123897,-97.632978,133
1039,15,M,Honduras,2018-05-18,5/19/2018,5/20/2018,Harlingen (SNA),Southwest Key - Conroe,Discharged Under other approp circumstances,DISCHARGED,9/14/2018,Zero Tolerance Policy,30.371544,-95.512041,119
1010,9,M,El Salvador,2018-05-18,5/19/2018,5/20/2018,Harlingen (SNA),Southwest Key - Combes),Reunited with Sep Parent,DISCHARGED,7/26/2018,Zero Tolerance Policy,26.239331,-97.729311,69
257,8,M,Guatemala,2018-05-18,5/19/2018,5/21/2018,"Phoenix, AZ  (PHO)",Cayuga Centers,Reunited with Sep Parent,DISCHARGED,8/6/2018,Zero Tolerance Policy,40.8088,-73.9307,80
286,11,F,Honduras,2018-05-18,5/20/2018,5/22/2018,"Phoenix, AZ  (PHO)",Southwest Key - Antigua,Reunited with Sep Parent,DISCHARGED,7/18/2018,Zero Tolerance Policy,26.123897,-97.632978,61
250,12,M,Guatemala,2018-05-18,5/19/2018,5/19/2018,"Phoenix, AZ  (PHO)",Rite of Passage - Sycamore,Reunited with Sep Parent,DISCHARGED,7/9/2018,Zero Tolerance Policy,32.53846327994423,-110.71758452433525,52
256,7,M,Guatemala,2018-05-18,5/19/2018,5/21/2018,"Phoenix, AZ  (PHO)",Cayuga Centers,Reunited with Sep Parent,DISCHARGED,7/23/2018,Zero Tolerance Policy,40.8088,-73.9307,66
314,9,F,Guatemala,2018-05-18,5/21/2018,5/21/2018,"Phoenix, AZ  (PHO)",Southwest Key - Campbell,Reunited with Sep Parent,DISCHARGED,7/19/2018,Zero Tolerance Policy,33.50126,-112.11539,62
285,14,M,Guatemala,2018-05-18,5/20/2018,5/22/2018,"Phoenix, AZ  (PHO)",Southwest Key - Casa Padre,Reunited with Sep Parent,DISCHARGED,7/23/2018,Zero Tolerance Policy,25.94322,-97.42408,66
284,6,M,Guatemala,2018-05-18,5/20/2018,5/21/2018,"Phoenix, AZ  (PHO)",Cayuga Centers,Reunited with Sep Parent,DISCHARGED,7/13/2018,Zero Tolerance Policy,40.8088,-73.9307,56
283,11,M,Guatemala,2018-05-18,5/20/2018,5/21/2018,"Phoenix, AZ  (PHO)",Cayuga Centers,Reunited with Sep Parent,DISCHARGED,7/13/2018,Zero Tolerance Policy,40.8088,-73.9307,56
501,16,F,Guatemala,2018-05-18,5/19/2018,5/19/2018,El Paso  (ELP),Southwest Key - Casita del Valle,Reunited with Sep Parent,DISCHARGED,10/15/2018,Zero Tolerance Policy,31.5319521,-106.2326139,150
282,9,F,Guatemala,2018-05-18,5/20/2018,5/21/2018,"Phoenix, AZ  (PHO)",Cayuga Centers,Reunited with Sep Parent,DISCHARGED,7/13/2018,Zero Tolerance Policy,40.8088,-73.9307,56
280,6,F,Guatemala,2018-05-18,5/21/2018,5/22/2018,"Phoenix, AZ  (PHO)",Heartland International Children’s Center,Reunited with Sep Parent,DISCHARGED,7/23/2018,Zero Tolerance Policy,41.88621532425004,-87.62569283046726,66
279,13,M,Guatemala,2018-05-18,5/20/2018,5/20/2018,"Phoenix, AZ  (PHO)",Southwest Key - Casa Phoenix,Reunited with Sep Parent,DISCHARGED,7/24/2018,Zero Tolerance Policy,33.43648884057369,-112.08148486867414,67
278,13,M,Guatemala,2018-05-18,5/20/2018,5/20/2018,"Phoenix, AZ  (PHO)",Southwest Key - Casa Phoenix,Reunited with Sep Parent,DISCHARGED,7/24/2018,Zero Tolerance Policy,33.43648884057369,-112.08148486867414,67
277,16,M,Guatemala,2018-05-18,5/20/2018,5/20/2018,"Phoenix, AZ  (PHO)",Southwest Key - Casa Phoenix,Reunited with Sep Parent,DISCHARGED,7/24/2018,Zero Tolerance Policy,33.43648884057369,-112.08148486867414,67
276,16,M,Guatemala,2018-05-18,5/20/2018,5/20/2018,"Phoenix, AZ  (PHO)",Southwest Key - Casa Phoenix,Reunited with Sep Parent,DISCHARGED,7/24/2018,Zero Tolerance Policy,33.43648884057369,-112.08148486867414,67
247,7,M,Guatemala,2018-05-18,5/19/2018,5/21/2018,"Phoenix, AZ  (PHO)",Cayuga Centers,Reunited with Sep Parent,DISCHARGED,7/26/2018,Zero Tolerance Policy,40.8088,-73.9307,69
249,14,M,Guatemala,2018-05-18,5/19/2018,5/19/2018,"Phoenix, AZ  (PHO)",Southwest Key - Estrella del Norte,Reunited with Sep Parent,DISCHARGED,7/24/2018,Zero Tolerance Policy,32.241632,-110.97948,67
338,12,F,Guatemala,2018-05-18,5/20/2018,5/22/2018,"Phoenix, AZ  (PHO)",Bokenkamp Children’s Shelter,Reunited with Sep Parent,DISCHARGED,7/20/2018,Zero Tolerance Policy,27.71790130420733,-97.34967108875165,63
500,14,M,Guatemala,2018-05-18,5/21/2018,5/21/2018,El Paso  (ELP),Southwest Key - Campbell,Discharged Under other approp circumstances,DISCHARGED,7/9/2018,Zero Tolerance Policy,33.50126,-112.11539,52
498,13,M,Guatemala,2018-05-18,5/20/2018,5/22/2018,El Paso  (ELP),Catholic Guardian Services - Crotrona,Reunited with Sep Parent,DISCHARGED,7/24/2018,Zero Tolerance Policy,40.85313762030175,-73.88384835892722,67
288,13,M,Guatemala,2018-05-18,5/20/2018,5/22/2018,"Phoenix, AZ  (PHO)",Southwest Key - Casa Padre,Discharged Under other approp circumstances,DISCHARGED,6/29/2018,Zero Tolerance Policy,25.94322,-97.42408,42
287,5,F,Guatemala,2018-05-18,5/21/2018,5/21/2018,"Phoenix, AZ  (PHO)",Southwest Key - Campbell,Reunited with Sep Parent,DISCHARGED,7/18/2018,Zero Tolerance Policy,33.50126,-112.11539,61
252,13,M,Guatemala,2018-05-18,5/19/2018,5/19/2018,"Phoenix, AZ  (PHO)",Southwest Key - Estrella del Norte,Reunited with Sep Parent,DISCHARGED,7/24/2018,Zero Tolerance Policy,32.241632,-110.97948,67
253,12,M,El Salvador,2018-05-18,5/19/2018,5/19/2018,"Phoenix, AZ  (PHO)",Southwest Key - Estrella del Norte,Reunited with Sep Parent,DISCHARGED,7/24/2018,Zero Tolerance Policy,32.241632,-110.97948,67
254,16,M,Guatemala,2018-05-18,5/19/2018,5/19/2018,"Phoenix, AZ  (PHO)",Southwest Key - Estrella del Norte,Reunited with Sep Parent,DISCHARGED,10/17/2018,Zero Tolerance Policy,32.241632,-110.97948,152
290,9,M,Guatemala,2018-05-18,5/22/2018,5/22/2018,"Phoenix, AZ  (PHO)",Southwest Key - Campbell,Reunited with Sep Parent,DISCHARGED,7/19/2018,Zero Tolerance Policy,33.50126,-112.11539,62
499,16,F,Guatemala,2018-05-18,5/21/2018,5/21/2018,El Paso  (ELP),Southwest Key - Casita del Valle,Still in Care,ADMITTED,,Zero Tolerance Policy,31.5319521,-106.2326139,0
494,17,M,Guatemala,2018-05-18,5/18/2018,5/19/2018,El Paso  (ELP),Crittenton Services for Children and Families,Discharged Under other approp circumstances,DISCHARGED,7/28/2018,Zero Tolerance Policy,33.875025172927295,-117.91111291569258,71
291,6,F,Guatemala,2018-05-18,5/21/2018,5/21/2018,"Phoenix, AZ  (PHO)",Southwest Key - Campbell,Reunited with Sep Parent,DISCHARGED,7/23/2018,Zero Tolerance Policy,33.50126,-112.11539,66
292,15,F,Guatemala,2018-05-18,5/20/2018,5/22/2018,"Phoenix, AZ  (PHO)",Southwest Key - Antigua,Reunited with Sep Parent,DISCHARGED,7/18/2018,Zero Tolerance Policy,26.123897,-97.632978,61
293,9,M,Guatemala,2018-05-18,5/21/2018,5/21/2018,"Phoenix, AZ  (PHO)",Southwest Key - Campbell,Reunited with Sep Parent,DISCHARGED,7/17/2018,Zero Tolerance Policy,33.50126,-112.11539,60
294,15,F,Guatemala,2018-05-18,5/20/2018,5/22/2018,"Phoenix, AZ  (PHO)",Southwest Key - Antigua,Reunited with Sep Parent,DISCHARGED,7/22/2018,Zero Tolerance Policy,26.123897,-97.632978,65
496,13,M,Guatemala,2018-05-18,5/20/2018,5/21/2018,El Paso  (ELP),Southwest Key - Casa Padre,Reunited with Sep Parent,DISCHARGED,7/20/2018,Zero Tolerance Policy,25.94322,-97.42408,63
497,9,M,Guatemala,2018-05-18,5/20/2018,5/20/2018,El Paso  (ELP),Southwest Key - Canutillo,Reunited with Sep Parent,DISCHARGED,7/25/2018,Zero Tolerance Policy,31.90807037763406,-106.59511040483042,68
495,13,M,Honduras,2018-05-18,5/18/2018,5/19/2018,El Paso  (ELP),Crittenton Services for Children and Families,Reunited with Sep Parent,DISCHARGED,10/10/2018,Zero Tolerance Policy,33.875025172927295,-117.91111291569258,145
273,13,M,Guatemala,2018-05-18,5/20/2018,5/22/2018,"Phoenix, AZ  (PHO)",Southwest Key - Casa Padre,Reunited with Sep Parent,DISCHARGED,10/18/2018,Zero Tolerance Policy,25.94322,-97.42408,153
272,5,M,Guatemala,2018-05-18,5/21/2018,5/21/2018,"Phoenix, AZ  (PHO)",Southwest Key - Campbell,Reunited with Sep Parent,DISCHARGED,7/23/2018,Zero Tolerance Policy,33.50126,-112.11539,66
271,13,F,Guatemala,2018-05-18,5/20/2018,5/21/2018,"Phoenix, AZ  (PHO)",Holy Family Institute,Reunited with Sep Parent,DISCHARGED,7/26/2018,Zero Tolerance Policy,40.51085747804056,-80.0988190796778,69
268,13,M,Guatemala,2018-05-18,5/20/2018,5/23/2018,"Phoenix, AZ  (PHO)",Lutheran Social Services of New York Safe Haven for Children,Reunited with Sep Parent,DISCHARGED,7/24/2018,Zero Tolerance Policy,40.81083639084717,-73.96400573997549,67
267,17,M,Guatemala,2018-05-18,5/20/2018,5/20/2018,"Phoenix, AZ  (PHO)",Southwest Key - Casa Lighthouse,Reunited with Sep Parent,DISCHARGED,7/19/2018,Zero Tolerance Policy,33.48223657383026,-112.05129575847694,62
255,16,M,Guatemala,2018-05-18,5/19/2018,5/20/2018,"Phoenix, AZ  (PHO)",Southwest Key - Casa Phoenix,Reunited with Sep Parent,DISCHARGED,10/12/2018,Zero Tolerance Policy,33.43648884057369,-112.08148486867414,147
266,6,M,Guatemala,2018-05-18,5/21/2018,5/21/2018,"Phoenix, AZ  (PHO)",Southwest Key - Campbell,Reunited with Sep Parent,DISCHARGED,7/24/2018,Zero Tolerance Policy,33.50126,-112.11539,67
265,16,F,Guatemala,2018-05-18,5/20/2018,5/23/2018,"Phoenix, AZ  (PHO)",Lutheran Social Services of New York Safe Haven for Children,Discharged Under other approp circumstances,DISCHARGED,7/11/2018,Zero Tolerance Policy,40.81083639084717,-73.96400573997549,54
264,9,F,Guatemala,2018-05-18,5/21/2018,5/21/2018,"Phoenix, AZ  (PHO)",Southwest Key - Campbell,Reunited with Sep Parent,DISCHARGED,7/23/2018,Zero Tolerance Policy,33.50126,-112.11539,66
269,5,F,Guatemala,2018-05-18,5/21/2018,5/22/2018,"Phoenix, AZ  (PHO)",Heartland International Children’s Center,Reunited with Sep Parent,DISCHARGED,7/23/2018,Zero Tolerance Policy,41.88621532425004,-87.62569283046726,66
869,11,F,Guatemala,2018-05-18,5/19/2018,5/20/2018,Harlingen (SNA),Southwest Key - Antigua,Reunited with Sep Parent,DISCHARGED,7/22/2018,Zero Tolerance Policy,26.123897,-97.632978,65
263,5,M,Guatemala,2018-05-18,5/21/2018,5/21/2018,"Phoenix, AZ  (PHO)",Southwest Key - Campbell,Reunited with Sep Parent,DISCHARGED,7/19/2018,Zero Tolerance Policy,33.50126,-112.11539,62
262,7,F,Guatemala,2018-05-18,5/19/2018,5/21/2018,"Phoenix, AZ  (PHO)",Cayuga Centers,Reunited with Sep Parent,DISCHARGED,7/23/2018,Zero Tolerance Policy,40.8088,-73.9307,66
261,7,F,Guatemala,2018-05-18,5/19/2018,5/21/2018,"Phoenix, AZ  (PHO)",Cayuga Centers,Reunited with Sep Parent,DISCHARGED,7/22/2018,Zero Tolerance Policy,40.8088,-73.9307,65
260,10,F,Guatemala,2018-05-18,5/19/2018,5/21/2018,"Phoenix, AZ  (PHO)",Cayuga Centers,Reunited with Sep Parent,DISCHARGED,7/22/2018,Zero Tolerance Policy,40.8088,-73.9307,65
259,7,M,Guatemala,2018-05-18,5/19/2018,5/22/2018,"Phoenix, AZ  (PHO)",BCFS - Chavaneaux,Reunited with Sep Parent,DISCHARGED,7/20/2018,Zero Tolerance Policy,29.321531760534477,-98.52796822690473,63
258,9,F,Guatemala,2018-05-18,5/19/2018,5/21/2018,"Phoenix, AZ  (PHO)",Cayuga Centers,Reunited with Sep Parent,DISCHARGED,7/25/2018,Zero Tolerance Policy,40.8088,-73.9307,68
870,17,M,Honduras,2018-05-18,5/18/2018,5/19/2018,Harlingen (SNA),Southwest Key - Casa Padre,Reunited with Sep Parent,DISCHARGED,7/23/2018,Zero Tolerance Policy,25.94322,-97.42408,66
1432,11,F,Guatemala,2018-05-18,5/21/2018,5/22/2018,El Paso  (ELP),Heartland International Children’s Reception Center,Discharged Under other approp circumstances,DISCHARGED,6/28/2018,Zero Tolerance Policy,41.889183,-87.632519,41
1433,6,F,Guatemala,2018-05-18,5/19/2018,5/21/2018,El Paso  (ELP),Abbott House,Reunited with Sep Parent,DISCHARGED,7/25/2018,Zero Tolerance Policy,41.04460969347108,-73.85903753173923,68
1434,5,F,Guatemala,2018-05-18,5/21/2018,5/21/2018,El Paso  (ELP),Upbring Transitional Foster Care program in El Paso,Reunited with Sep Parent,DISCHARGED,7/26/2018,Zero Tolerance Policy,31.802536523580358,-106.39747593121628,69
1459,16,M,Guatemala,2018-05-18,5/19/2018,5/19/2018,El Paso  (ELP),Southwest Key - Casa Franklin,Discharged Under other approp circumstances,DISCHARGED,9/28/2018,Zero Tolerance Policy,31.762054,-106.487845,133
1458,10,M,Guatemala,2018-05-18,5/18/2018,5/19/2018,El Paso  (ELP),Cayuga Centers,Reunited with Sep Parent,DISCHARGED,9/19/2018,Zero Tolerance Policy,40.8088,-73.9307,124
1457,8,M,Guatemala,2018-05-18,5/19/2018,5/21/2018,El Paso  (ELP),Southwest Key - Casa Kokopelli,Reunited with Sep Parent,DISCHARGED,7/23/2018,Zero Tolerance Policy,33.41057000348104,-111.81485200053244,66
337,9,F,Guatemala,2018-05-18,5/21/2018,5/22/2018,"Phoenix, AZ  (PHO)",Heartland International Children’s Reception Center,Discharged Under other approp circumstances,DISCHARGED,7/5/2018,Zero Tolerance Policy,41.889183,-87.632519,48
1444,9,M,Honduras,2018-05-18,5/19/2018,5/20/2018,El Paso  (ELP),Cayuga Centers,Reunited with Sep Parent,DISCHARGED,7/23/2018,Zero Tolerance Policy,40.8088,-73.9307,66
270,15,M,Guatemala,2018-05-18,5/20/2018,5/21/2018,"Phoenix, AZ  (PHO)",MercyFirst,Reunited with Sep Parent,DISCHARGED,7/27/2018,Zero Tolerance Policy,40.82190315799205,-73.48837767356392,70
1443,12,F,Honduras,2018-05-18,5/19/2018,5/21/2018,El Paso  (ELP),Abbott House,Reunited with Sep Parent,DISCHARGED,7/25/2018,Zero Tolerance Policy,41.04460969347108,-73.85903753173923,68
1442,9,F,Honduras,2018-05-18,5/19/2018,5/21/2018,El Paso  (ELP),Abbott House,Reunited with Sep Parent,DISCHARGED,7/25/2018,Zero Tolerance Policy,41.04460969347108,-73.85903753173923,68
248,8,F,Guatemala,2018-05-18,5/19/2018,5/21/2018,"Phoenix, AZ  (PHO)",Cayuga Centers,Reunited with Sep Parent,DISCHARGED,7/25/2018,Zero Tolerance Policy,40.8088,-73.9307,68
336,12,F,Guatemala,2018-05-18,5/21/2018,5/22/2018,"Phoenix, AZ  (PHO)",Heartland International Children’s Reception Center,Discharged Under other approp circumstances,DISCHARGED,7/5/2018,Zero Tolerance Policy,41.889183,-87.632519,48
1439,7,M,Honduras,2018-05-18,5/21/2018,5/22/2018,El Paso  (ELP),Southwest Key - Casa Phoenix,Reunited with Sep Parent,DISCHARGED,7/6/2018,Zero Tolerance Policy,33.43648884057369,-112.08148486867414,49
1438,16,M,Honduras,2018-05-18,5/20/2018,5/22/2018,El Paso  (ELP),Southwest Key - Conroe,Discharged Under other approp circumstances,DISCHARGED,9/14/2018,Zero Tolerance Policy,30.371544,-95.512041,119
1437,10,F,Guatemala,2018-05-18,5/20/2018,5/22/2018,El Paso  (ELP),Southwest Key - Antigua,Reunited with Sep Parent,DISCHARGED,7/22/2018,Zero Tolerance Policy,26.123897,-97.632978,65
1436,16,F,El Salvador,2018-05-18,5/20/2018,5/22/2018,El Paso  (ELP),Southwest Key - Nueva Esperanza,Reunited with Sep Parent,DISCHARGED,7/20/2018,Zero Tolerance Policy,26.022101482987534,-97.4265115439823,63
1435,11,M,Guatemala,2018-05-18,5/20/2018,5/22/2018,El Paso  (ELP),Southwest Key - Casa Montezuma,Reunited with Sep Parent,DISCHARGED,7/23/2018,Zero Tolerance Policy,29.774397,-95.145021,66
289,15,M,Guatemala,2018-05-18,5/20/2018,5/22/2018,"Phoenix, AZ  (PHO)",Southwest Key - Casa Padre,Discharged Under other approp circumstances,DISCHARGED,6/29/2018,Zero Tolerance Policy,25.94322,-97.42408,42
251,17,F,Guatemala,2018-05-18,5/19/2018,5/20/2018,"Phoenix, AZ  (PHO)",Southwest Key - Las Palmas,Discharged Under other approp circumstances,DISCHARGED,11/10/2018,Zero Tolerance Policy,33.434662,-111.840591,176
312,7,M,Guatemala,2018-05-19,5/21/2018,5/21/2018,"Phoenix, AZ  (PHO)",Southwest Key - Campbell,Reunited with Sep Parent,DISCHARGED,7/9/2018,Zero Tolerance Policy,33.50126,-112.11539,51
313,14,M,Guatemala,2018-05-19,5/21/2018,5/21/2018,"Phoenix, AZ  (PHO)",Southwest Key - Campbell,Reunited with Sep Parent,DISCHARGED,,Zero Tolerance Policy,33.50126,-112.11539,0
311,11,F,Guatemala,2018-05-19,5/22/2018,5/25/2018,"Phoenix, AZ  (PHO)",Southwest Key - Nueva Esperanza,Reunited with Sep Parent,DISCHARGED,7/22/2018,Zero Tolerance Policy,26.022101482987534,-97.4265115439823,64
1344,13,F,Brazil,2018-05-19,5/20/2018,5/22/2018,El Paso  (ELP),Southwest Key - Nueva Esperanza,Reunited with Sep Parent,DISCHARGED,7/23/2018,Zero Tolerance Policy,26.022101482987534,-97.4265115439823,65
1345,14,M,Brazil,2018-05-19,5/21/2018,5/22/2018,El Paso  (ELP),Heartland International Children’s Reception Center,Reunited with Sep Parent,DISCHARGED,7/12/2018,Zero Tolerance Policy,41.889183,-87.632519,54
2340,15,M,Guatemala,2018-05-19,5/20/2018,5/22/2018,"Phoenix, AZ  (PHO)",Southwest Key - Casa Padre,Reunited with Sep Parent,DISCHARGED,7/20/2018,Zero Tolerance Policy,25.94322,-97.42408,62
1347,5,M,Brazil,2018-05-19,5/21/2018,5/22/2018,El Paso  (ELP),Southwest Key - Casa Phoenix,Reunited with Sep Parent,DISCHARGED,7/19/2018,Zero Tolerance Policy,33.43648884057369,-112.08148486867414,61
1046,12,F,El Salvador,2018-05-19,5/19/2018,5/20/2018,Harlingen (SNA),Southwest Key - Nueva Esperanza,Reunited with Sep Parent,DISCHARGED,7/22/2018,Zero Tolerance Policy,26.022101482987534,-97.4265115439823,64
339,14,F,Guatemala,2018-05-19,5/20/2018,5/23/2018,"Phoenix, AZ  (PHO)",KidsPeace Broadway Campus,Discharged Under other approp circumstances,DISCHARGED,7/26/2018,Zero Tolerance Policy,40.596270487855485,-75.40668221092272,68
340,11,M,Guatemala,2018-05-19,5/22/2018,5/22/2018,"Phoenix, AZ  (PHO)",Southwest Key - Las Palmas,Reunited with Sep Parent,DISCHARGED,7/20/2018,Zero Tolerance Policy,33.434662,-111.840591,62
